0.000000000000000000e+00,0.000000000000000000e+00,7.599999904632568359e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000029802322388e-01,-2.000000029802322388e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.199999868869781494e-01,4.199999868869781494e-01,3.499999940395355225e-01,3.499999940395355225e-01,-2.300000041723251343e-01,-2.300000041723251343e-01,1.800000071525573730e-01,-1.800000071525573730e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.700000047683715820e-01,8.700000047683715820e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.352405805140733719e-03,-8.171483932528644800e-05,7.509886026382446289e-01,1.724263129290193319e-04,5.929127801209688187e-04,-2.037581871263682842e-04,9.999997615814208984e-01,-2.573910057544708252e-01,-2.397916465997695923e-01,2.609914008644409478e-05,1.406211638823151588e-03,4.960950464010238647e-03,1.225903542945161462e-04,1.081189722754061222e-03,4.601627122610807419e-03,3.605461679399013519e-03,5.277390480041503906e-01,5.378847718238830566e-01,3.493302464485168457e-01,3.479725718498229980e-01,-2.549206912517547607e-01,-2.499120384454727173e-01,1.827174276113510132e-01,-1.835616677999496460e-01,-1.695433165878057480e-03,-1.074668485671281815e-03,8.255715947598218918e-04,-9.236292680725455284e-04,8.682788610458374023e-01,8.679911494255065918e-01,1.561905446578748524e-05,-1.740154038998298347e-05,3.810120688285678625e-04,3.142145578749477863e-04,1.976483035832643509e-04,-1.808296801755204797e-04
-4.812302999198436737e-03,1.050706487149000168e-05,7.377430200576782227e-01,2.887934097088873386e-04,8.034542552195489407e-04,-3.516659489832818508e-04,9.999995827674865723e-01,-3.192140758037567139e-01,-2.880830764770507812e-01,7.835573342163115740e-05,3.875958267599344254e-03,9.894747287034988403e-03,1.934185129357501864e-04,4.651844501495361328e-03,1.059087924659252167e-02,7.032406516373157501e-03,6.410114169120788574e-01,6.595328450202941895e-01,3.488503694534301758e-01,3.452446758747100830e-01,-2.736536860466003418e-01,-2.662014663219451904e-01,1.847022473812103271e-01,-1.862837225198745728e-01,-3.030286403372883797e-03,-3.325406927615404129e-03,1.500955782830715179e-03,-1.670709578320384026e-03,8.670592904090881348e-01,8.660728335380554199e-01,2.944183324871119112e-05,-3.621020005084574223e-05,8.865145500749349594e-04,6.023989408276975155e-04,3.681220405269414186e-04,-3.339009126648306847e-04
-7.011818233877420425e-03,5.124445306137204170e-04,7.226740717887878418e-01,3.142442437820136547e-04,1.041629118844866753e-03,-6.081197643652558327e-04,9.999992251396179199e-01,-3.793950974941253662e-01,-3.438429236412048340e-01,7.073505548760294914e-05,3.752346150577068329e-03,1.164136081933975220e-02,1.888994302134960890e-04,6.054589990526437759e-03,1.355952583253383636e-02,1.045896485447883606e-02,7.535841464996337891e-01,7.652399539947509766e-01,3.468109369277954102e-01,3.433814346790313721e-01,-2.910328805446624756e-01,-2.870557010173797607e-01,1.868928819894790649e-01,-1.881695985794067383e-01,-4.117274656891822815e-03,-6.927411071956157684e-03,2.188961254432797432e-03,-2.268503652885556221e-03,8.656400442123413086e-01,8.645781278610229492e-01,4.643247666535899043e-05,-5.225701897870749235e-05,1.332747982814908028e-03,1.022728742100298405e-03,5.293441354297101498e-04,-4.726228362414985895e-04
-8.690937422215938568e-03,1.379182911477982998e-03,7.063786387443542480e-01,2.575045218691229820e-04,1.394970924593508244e-03,-9.138868772424757481e-04,9.999985694885253906e-01,-4.323098063468933105e-01,-3.993335962295532227e-01,3.750397445401176810e-05,1.298288349062204361e-03,1.113958656787872314e-02,1.254027883987873793e-04,5.579578224569559097e-03,1.472753938287496567e-02,1.399791613221168518e-02,8.559585809707641602e-01,8.597513437271118164e-01,3.438401818275451660e-01,3.409901857376098633e-01,-3.087609410285949707e-01,-3.098063766956329346e-01,1.892749518156051636e-01,-1.894654482603073120e-01,-5.215429235249757767e-03,-1.086989138275384903e-02,2.903495449572801590e-03,-2.745636738836765289e-03,8.640784621238708496e-01,8.632089495658874512e-01,6.483021570602431893e-05,-6.738219235558062792e-05,1.747349509969353676e-03,1.475879456847906113e-03,6.887009949423372746e-04,-5.965176969766616821e-04
-9.641072712838649750e-03,2.478123176842927933e-03,6.885900497436523438e-01,1.491452421760186553e-04,1.968035241588950157e-03,-1.231323811225593090e-03,9.999973177909851074e-01,-4.715387821197509766e-01,-4.419002532958984375e-01,-1.486958353780210018e-06,-1.367888879030942917e-03,1.111816987395286560e-02,2.958439290523529053e-05,4.582265391945838928e-03,1.555773336440324783e-02,1.765808463096618652e-02,9.516782760620117188e-01,9.538057446479797363e-01,3.396009504795074463e-01,3.377852141857147217e-01,-3.246782422065734863e-01,-3.281682133674621582e-01,1.916180551052093506e-01,-1.902561932802200317e-01,-6.081616971641778946e-03,-1.365914568305015564e-02,3.601113567128777504e-03,-3.109803423285484314e-03,8.624840974807739258e-01,8.618291616439819336e-01,8.369926217710599303e-05,-8.252746192738413811e-05,2.158218296244740486e-03,1.948192249983549118e-03,8.431705064140260220e-04,-7.032256689853966236e-04
-9.596447460353374481e-03,3.737564431503415108e-03,6.699032187461853027e-01,-1.110085577238351107e-05,2.778780646622180939e-03,-1.522345701232552528e-03,9.999949932098388672e-01,-4.911625385284423828e-01,-4.615699648857116699e-01,-3.192263466189615428e-05,-2.941966988146305084e-03,1.287673320621252060e-02,-9.398456313647329807e-05,4.329555667936801910e-03,1.708209514617919922e-02,2.141575142741203308e-02,1.050508975982666016e+00,1.057385444641113281e+00,3.342717587947845459e-01,3.332938849925994873e-01,-3.353115916252136230e-01,-3.377977609634399414e-01,1.939002126455307007e-01,-1.907826960086822510e-01,-6.723428145051002502e-03,-1.489578932523727417e-02,4.279557615518569946e-03,-3.403756069019436836e-03,8.608000874519348145e-01,8.601875901222229004e-01,1.013189830700866878e-04,-9.758444502949714661e-05,2.537594176828861237e-03,2.332845237106084824e-03,9.938188595697283745e-04,-7.988574216142296791e-04
-8.178437128663063049e-03,5.123388953506946564e-03,6.528061032295227051e-01,-2.034552890108898282e-04,3.880087984725832939e-03,-1.789380097761750221e-03,9.999908804893493652e-01,-4.888656437397003174e-01,-4.653212130069732666e-01,-5.618622526526451111e-05,-2.957882359623908997e-03,1.647758297622203827e-02,-2.438301453366875648e-04,5.725160241127014160e-03,2.016357704997062683e-02,2.531956508755683899e-02,1.162977695465087891e+00,1.173998951911926270e+00,3.273965418338775635e-01,3.269954621791839600e-01,-3.394466042518615723e-01,-3.420220017433166504e-01,1.965952813625335693e-01,-1.915733069181442261e-01,-8.379915729165077209e-03,-1.762733422219753265e-02,5.035600159317255020e-03,-3.745613386854529381e-03,8.586534261703491211e-01,8.579548597335815430e-01,1.167834270745515823e-04,-1.113757680286653340e-04,2.744634170085191727e-03,2.530447207391262054e-03,1.156854326836764812e-03,-9.043458267115056515e-04
-4.645611625164747238e-03,6.486219819635152817e-03,6.428728699684143066e-01,-3.989933175034821033e-04,5.351176019757986069e-03,-2.035332843661308289e-03,9.999835491180419922e-01,-5.038177371025085449e-01,-4.865046441555023193e-01,-7.332236418733373284e-05,-3.658378496766090393e-03,1.940513961017131805e-02,-3.900302399415522814e-04,9.938878007233142853e-03,2.560727670788764954e-02,2.960320003330707550e-02,1.271305084228515625e+00,1.284379005432128906e+00,3.189479708671569824e-01,3.186560869216918945e-01,-3.547297418117523193e-01,-3.582548201084136963e-01,2.008308470249176025e-01,-1.940208077430725098e-01,-1.771253719925880432e-02,-2.844519168138504028e-02,6.106137763708829880e-03,-4.421128425747156143e-03,8.552600145339965820e-01,8.544533848762512207e-01,1.290351210627704859e-04,-1.225386076839640737e-04,2.577229868620634079e-03,2.295949961990118027e-03,1.374341198243200779e-03,-1.067156088538467884e-03
2.266730414703488350e-03,7.749364245682954788e-03,6.490842700004577637e-01,-5.099701229482889175e-04,8.844669908285140991e-03,-2.386979060247540474e-03,9.999579191207885742e-01,-5.771852731704711914e-01,-5.666344165802001953e-01,-1.286494516534730792e-04,-1.240066066384315491e-02,1.433174498379230499e-02,-4.742634482681751251e-04,1.303465850651264191e-02,2.933864668011665344e-02,3.555981442332267761e-02,1.301361799240112305e+00,1.309788942337036133e+00,3.012403547763824463e-01,3.020987510681152344e-01,-4.063761830329895020e-01,-4.117854237556457520e-01,2.072991579771041870e-01,-1.985965818166732788e-01,-3.772789984941482544e-02,-4.969814047217369080e-02,7.563964929431676865e-03,-5.470972042530775070e-03,8.487771749496459961e-01,8.482887744903564453e-01,1.417685707565397024e-04,-1.295374531764537096e-04,1.666015828959643841e-03,1.479270169511437416e-03,1.657499349676072598e-03,-1.287365099415183067e-03
